Reviews,Class
came chinese instructions defective would charge many days had return amazon,0
exelente,1
sent colombia they change battery came with work they pay almost replace it the working expected that,0
received it charged battery nothing happened photo doa nada returned got money back buy another brand,0
genial cell phone fast beautiful camera us main attraction,1
excelente,1
quality product ordered arrived time,1
there problem menu pc chinese,1
thank much excellent product,1
serious excellent seller excellent product recommend,1
,1
very,1
bery products,0
awesome photo quality goo,1
porq product tracking,1
phone u go it,1
excelente,1
product,1
love phone plays apps price good,1
charge port went bad within months,0
didn t color originally wanted product shipped out white seem ran stock ordered week ago got knock version instead expecting original lenovo however gift baby sister enjoyed cute features,0
sometimes screen home button unresponsive touch maybe got defective one lenovo brand,0
worked days turns alone without emitting action part do waste money option,0
nice android gsm sims great,1
defective bought christmas gift recipient said working earpiece also missing box,0
terrible got pornovirus and kepeeng come back screen let anything waste money months,0
perfect receive headphones,1
its worst,0
excelente,1
excellent price quality,1
very,1
im happy lenovo a doesnt work well g g im happy service,0
excellent,1
volume music cannot stop turned stuck never ending loop logo returned,0
excelente,1
excelent,1
love it best lenovo,1
excellent product,1
just received i m impressed quality i ve lenovo computer device thus far seems too recently purchased posh horrible very sluggish froze however fast comparison trying replace recent purchases samsung g two years many falls needed replaced lenovo feels looks quality unlike posh highly recommend it keep updated encounter problems,1
,1
as described,1
husband love lot style performance superb,1
yes,1
excelente,1
,1
so far works well,1
it s nice low price,1
favor,1
features working,0
came without headphones and box publication says q included,0
good,1
feliz exelente,1
unfortunately open dosen work seller dont care it think rooted malfunctioned dont get get trush,0
still getting used it unlocked rooted subject annoying gsm buzz near radio tv speakers dual sim slots use plan voice another data text or use sim different countries services travelling manual warranty chinese easy figure out it s phone insert battery insert sim insert micro sd insert charger cable charge tap settings that s pretty much quick start guide say the ear buds cheap so buy ear buds,0
okey,1
it s buy,1
bad cell,0
excelent seller product,1
dynamic working,0
not value money,1
just promised smartphone very fast interface just make sure buy rooted google play pre installed awesome can t get enough it,1
great product,1
great product,1
poor talk quality g itis g called at t send new sim asked imei gave told g used g anymore internet slow edge network g overall,0
toda una estafa,0
excellent cellphone,1
works good,1
battery dies quickly picture quality poor,0
good would another,1
great phon luv,1
it love,1
fine,1
first huge absolutely love it super fast camera video clear crisp i m glad took chance it update still love cant figure move apps sim card seems problem alot people facing dont know rooting save messing take best buty geek squad let fix it feeling aggravated also update higher version lolipop skittles whatever calling lol,1
nice price big,1
excellent,1
smartphone quality smartphone color pretty inch perfect hand recomend smartphone smart thank amazon seller china,1
recomendado,1
excellent,1
thanks a good product,1
satisfied purchase,1
muy bueno gracias,1
good,0
venezuela take g movilnet,0
excelente,1
excelente,1
revision,0
mobile,1
nice,1
excellent seller recommend,1
situation tha upload new software all chinese what yes chinese,1
f,1
fine fine,1
excellent,1
product arrived excellent time,1
,1
biggest downside china looks great i ve using week already charging battery issues its definitely going back,0
love it problem camera clear okay,1
size fast enough convenient every day use also fits average hand the battery strong wireless looking weak if need talk internet economical option venkata,0
excellent low price compared brands fast long battery life would give five star set properly large screen nice old person read i downloaded wechat used either lenovo store amazon store apps installed sorry remember find google play arrived you figure change default chinese browser english one some things still chinese although language initially set english seller done right rooting described but prevent enjoy now its default setting needs customized use gophone plan you must turn data connection service avoid automatic connecting charging online time could late notice that i add learn using functions just find insert g sd card machine response slow do recommend try use g card,1
liked amaizing loved thing oreder white send mi blackbut amaizing,1
second smartphone purchased my first phone black after experience st lenovo a realize cheapest price mean best setup fit use got priceangels before placed order confirmed seller setting language english rooting installing googleplay seller prompt getting back me for that thank you the phone s screen quality although high end hd price level touch response high end smartphones since rooted could install app tools want things lenovo a noted for reasons fm radio clear you cannot use fm radio speaker must use ear piece built gps installed gps app need internet connection gps app slow responses so hard tell gps try more if non web gps app works well use data direction all for now gps device remain car although phone s language set english status updates indicators still chinese bother me think everything set english another language boots chinese mobile company setting would love change know how this still gets star rating me price great,1
positive sides big screen nice colours bad camera mp fast work perfect body quality long battery life low pricenegative sides not loaded with google play lot chinese apps can t uninstall but root english another language knowledge,1
manual don t english just it phone start use now hope problema becausethe manual chinise,1
android intuitive easy os plan feel responsive,1
delivery earlier expected cellphone extremely fast yet experience trouble it best cellphone ever bought,1
excellent happy arrived earlier expected recomiendo quality performance fast want big elegant white fast come dipositive spanish dominican republic acostumbro love recommend battery lasts long bino performance,1
way better iphone feels works tablet very fast plenty memory with gb card usual characteristics chinese product fells lg,1
ok,1
usually buying unlocked amazon problem but love this phone haven t had a single issue recommend,1
my cell charge right now power know contact seller will help me,0
satisfied behavior apparatus fast thin light beautiful would recommend,1
ecxelente,1
excellent,1
daughter seens belong her said cant download facebook could memory cards much it something needs deleted,1
buyed two smart present problem run only say lenovo home screen please say,0
buen producto,1
excelente,1
really want jamaica shuts noone touching it chinese huge problem returning sim card setup shut downs,0
bueno,1
excelent,1
excelente,1
excellent recommend,1
work arrived damaged,0
very,1
very good,1
good night write lenovos buy two phones a as seen july three months phones began fail presenting several problems guindaban paid reteaban could never communicate vendendor although wrote repeatedly nobody gave answer solution problem for reason never served lost dollars i really think lack respect waiting offices hoping company amazon take action since mr yomikoo never gave solution eulises carefully pe a,0
nic e,1
think repair give not work all anything turn on hate it worst ever had doesn t buy this plastic aluminium is stole,0
lighting fast however allows change language settings english chinese routed goole play store lenovo store chinese won t buy again amazon try help help me,0
bought dealextreme working really well so many drops remember main reason buying since quite clumsy holding cells secondly think cel quite fast price even though picture quality pair high def cameras point click ok hope would come memory could complain since price seems right,1
excelente,1
returned broken screen,0
exelent,1
excelente,1
very good acording cost,1
ok,1
best price value benefit deal chinese lenovo built in apps english lenovo great brand,1
disappointed cellphone box sealed thought brand new phone do buy,0
very,1
a comes chinese english language can t other book warranty instructions heaven knows is completly written chinese use things flashing need find mean internet go if known posting language thing would bought a unlocked lenovo android cellphone,0
its operating using old sim card,1
excelente,1
goodnight product arrived excellent condition thank much,1
goodnight product arrived excellent condition thank much,1
when first got charging email company see could help learning charge company emailed back working fine take company help set right some things chinese,1
thanks,1
excelente,1
excelente telefono,1
excelente,1
buen equipo,0
excelente,1
not yet resefed,0
greetings writing tell comfortable phone filled expectations thank,1
product,1
works well meets expectation only annoying thing message function,1
phone nice charged could get turn on could sims card prevented coming on went line looking manual in english could find quick start guide there instructions found in scared decided send back if complete instructions english would kept,0
wonderful,1
function,0
don t buy phone lot issues as extremely slow takes long time open apps ex internet messages also phone volume putting speaker help still able hear it,0
thank refund everything right,1
worst don t ever get product using months l cant even charge more got two one husband either working now money went toilet,0
bad phone turn on manuel headphones came late waste time,0
bien,1
had high expectations coming galaxy s out box liked look feel it turned mind little bit chinese japanese writing still lingerd put sim card powered fine problems started texting after texts stopped displaying new texts would get notifications saying went contact view allow scroll see them then would silent mode even selected wise hear received texts turned volume full still work next internet wi fi connection fine home work network connect using at t network my carrier tried everything got somewhat close sometimes would work briefly after loading minutes page might display tried click link next page would say network connection so internet go gps also sent link text friend colleague said correct program continue connect all so glitchey every day something new would pop up even internet worked feel safe source contact world would crash moment my s blew away even everything worked right still stack up big screen nice clear s freaking slow loading movies pictures web pages i recommend avoiding looking something else pay get something reliable,0
i ve month already turning trouble turning back on port charge messed charger hardly stay connected camera awful pictures terrible flash work never upset purchase life,0
as previous review false advertising here android os pretty much chinese language google play it it s understandable given broad censorship happening there to operational english flash if technologically savvy buying this it s really frustrating even manual comes chinese language,0
works well,1
company worth rate attention fast response friendly also equipment buy well actually disgust everything order date product acquired ideal team students upper level profecionales m lawyer proved versatile dynamic work,1
to keep short ill say this review two parts st amazing feels k looks k fast clean benefits many many roms flash easily feels something would want own the second returned it first must check rom kernel if say row file name headache just simple but important not run mhz g hspda repeat mhz penta band upper bands what mean you att tmobile mvnos straight talk ect run networks only give you g speeds disbanded shortly very places mostly big cities operate mhz usa so want usa sad say gonna miss one i give stars fact star cannot run todays markets usa good luck all note purchased twice st axoing no row chinese only nd apluselek old rom was row easy enough work google services but no usa,1
excellent product quality nice price and indeed unlocked use telephone company only verify g band works country plus lenovo technology,1
second time buying cellphone amazon as always heavy research before buying placing order my first impression was holy crap beautiful its thin slick black shiny place really something admire the first thing is huge its totally thing and wont stop thing mean inch screen makes almost tablet is called phablet screen bright crisp seriously ips opinion best choice color brightness plus saves battery people complains p screen really see difference pixel density aprox ppi pixel density iphone ppi eyes must better kepler telescope go work nasa stuff hehehehe screen size alone makes things missing totally have magnetometer but get wrong lil fella powerhouse make phat rhymes ill beats play rightthe feel sturdy wont broke easily nor recommend try break it mean come on back case grip still recommend get cover case tpu something sturdier got http www amazon com gp product b ey ss ref cm cr ryp prd ttl sol it lcd screen cover plus case inside box got durrrrr charger battery a screen cover gb micro sd usb cable wall adapter and cool earphones really complete set opinion bare minimum go strolling the charger quality sturdy usb cable wall adapter about battery mah battery now last two weeks charged every days so gives approximate days battery gps wifi data network on but that s me play much phone heavy using apps social ones there application called lenovo power manages battery smart way lasts longer suggest learn use it ok opening back case nothing short easy little dent lower right side allows pull back case fast easy inside find standard sized sim card slots micro sd slot gb phone camera audio speakers and battery slot accepts mini sim cards too now dual sim must know first one the left is able use g capabilities cannot don t sweat it standard practice second sim card slot shall used second line used calls audio speaker quality and loud good lord thing noisy hehehe this id lenovo a its lenovo a totally not samsung galaxy or nevertheless bunch qualities prove quite useful why mention ask camera kid not its mp camera its really camera people might want shoot pictures quality beyond hardware pictures excellent opinion work whats app apps lot modes continuous shooting auto focus set camera quality mp you record video high quality too seems p but fact scaled lesser resolution not problem tho as always phone camera this mt m mediatek cpu quad core ghz gpu mali mp what means you its fast trust me really fast your multimedia play problems games go silk games nova anomaly korea cool it gb internal memory translates total gb real usable space gb ram make faster too multitasking lot phone now going front side phone find top brand lenovo shiny silver letters audio plug power button speaker frontal camera proximity sensor notification led frontal camera mp one wont transmit lots data skype apps ideal make video calls top speaker works charm well proximity sensor colors notification led blue red orange green guess led fully configurable but tried yet i update as possible in bottom find silver shiny soft touch buttons micro usb slot microphone the soft buttons left right menu button home button go back button they shiny silver wont back light they visible enough darkness that s it the right side volume buttons left side nothing ok that s physical stuff now go software first thing first phone posses high grade heavy customization and such necessary going make use it able least follow instructions precisely know way around android os computer sorry that s want customize it if not then worry most sellers kind get if ask course language spanish english whatevs customize you but seriously ask them don t expect giggles and certainly ask getting placing order before ok the software tricky thing my came android rom called s xiaomijie chinese rom came english wiped installed another called s made linerty its stable me ill post links at end want customize phone there silver lining this there announce mediatek get android kitkat end month today go trough rom change get experience needed update kitkat later all done manually bollocks anyways android goes really fast man fast get lot apps make experience something worth sharing your live wallpapers smooth wireless fast calls always go trough android integration really cool save lots trouble set apn s time insert sim card get info need it the gps really exact get accurate measures meters you wont need internet connection work only download maps apart that no this works excellently venezuela works movilnet movistar sim card digitel sim card that s gsm calls for g data connection sim card over all purchase give points sheer awesomeness have mind mid end phone and kicks rump about seller lightinthebox they sent directly china via dhl fast shipment for me communicated themand always attentive fast answering id go case at time bought phone worth guess get cheaper get done thing you must remember samsung s s phone iphone not tablet but prove reliable office applications have nice day thanks for reading this,1
ok best cell work ok venezuelan digitel movistar movilnet,1
if is a smartphone excellent dig little in settings you can change the language to english or spanish is quick and has a long life battery and if you recommend google play le mans,1
great phone price large screen browse web easy use speed ok wifi g situation drawback battery life last hours may need extra batter mobile battery you you better check seller make sure rooted carrier neutral got pre installed china unicom takes time uninstall carriers software,1
seller says comes googleplay q lie brings applications chinese,0
bought works great here s scary thing speaks everything chinese i speak english yikes so husband took dealer change language setting if buy see speaks another language simply take dealer other top line fraction price,1
little visibility light environments outside shadow battery life could better big screen reading texts,1
ok,0
great phone,1
exelente,1
good evening writing notify product already reached hands condition presents several problems boxes phones come without security seal without adhesives inner side compared brings brings two iridescent bar code problem presented greatest phones adhesives problems getting charger connect original lenovo charger brought package minutes maximum accepts register charge light turns stops charging battery wonder procedure cases necessary forwarding phones direction thanking prompt response problems present say goodbye gaudys fermin,0
excellent,1
ring,1
excelent,1
awful definetely,0
fine,1
muy bueno,1
excelente,1
cell arrived several days expected the mobil work excellent fast big screen looks good problem camera night good but price think mobil,1
cel many flaws remains stuck restarts fallas hedge son came many esta tel bad computer operating,0
reached tlf,1
yes item selected,1
love it good product best service,1
excelent,1
works excellent argentina quality,1
g even add says g internet runs super slow second sim card work properly shame cause nice details if using calls text wifi ok,0
excelente muy bueno,1
excelente muy bueno,1
it s date android and flaws but bucks unbeatable quality beautiful design easily pass costs lenovo recognizable brand trust durable name cheap phones,1
excelente,1
excellent,1
mobile good small details make uncomfortable using button activate screen awkward position otherwise sastifecho,1
okay,1
features amazing clean neat,1
great phone easy access to all the applications works perfectly in venezuela we recommend,1
congratulection ok,1
uff love smartphone really work venezuelan s service,1
liked later gave friend plan buy another return home usa,1
nice games worked well straight talk,1
excellent product came stuff pen drive case screen protector,1
five star excellent,1
left side screen vertical area inch touch response way down chinese software retarded hard correct remove despite rooted superuser app preinstalled using multiple apps performance really starts struggle support otg youtube app become glitchy unknown reason pros large screen decent resolution large battery fm radio a m for nice back temp i m looking flash rom custom install future update completed,0
phone very nice camera,1
odlican telefon usluga,1
yeah right but its g slow without using wifi,0
very,1
great thanks number responsibility came good,1
excelente,1
asked people questions amazon whether would work digi mobil movistar everyone said would required sim adapter so review anyone gives stars never owned premium smartphone for review comparing samsung galaxy s touchscreen with factory provided screen protector on sometimes unresponsive sometimes freezes hold touch screen button time realize touched less half time button respond take screen protector works marvelously risk damaging screen network movistar digimobil pay go plan when got sim bought samsung galaxy young use in no major issues aside size in young whatsapp worked fine could send texts make calls whatsapp mobile network wifi now sim lenovo allow transmit whatsapp unless connected wifi in addition internet google play access without wifi this s returned,0
useless chinese,0
good price,1
nice battery dies middle day medium low use,0
excellent,1
lenovo pone pone kids toy pleas remove market thank do rate for,0
chinese menu hard operate,0
so disappointed waste money much hassle return it,0
excellent fash,1
excelent,1
muy bueno excelete,0
buena,1
excelente producto,1
excelent,1
it s awesome bought husband myself,1
quite big perfect dad he mostly use play candy crush send texts totally loves it it s fast perfect deal price,1
excellent,1
buen celular,1
phone sent defective no sound call used headphones ideal take repair,0
working,0
excelente,1
mobile,1
nice product reasonable shipping speed language setting somewhat challenge initial language greek help google translator changed english eventually,1
bought myself though customer please it,0
it s decent price i ve months cons pretty frequently unable connect internet using home wifi carrier connection slow i m able connect randomly changes settings including merging several contact s numbers onto contact s name and finally selfie camera awful pros everything else i d expect smart google play,0
is cell,0
amazing cables case included also screen pritectors amazing phone,1
excelent,1
excellent meets requirements requested,1
comes manual support lenovo usa primary focus lab tops phones tried get manual line luck programs chinese cannot removed screen clarity,0
,1
good basically chinese google play returned product within hours since go delivered would suggest buy phone,0
a total disappointment team comes in chinese and english only not as described in spanish the worst is that no longer than android google has installed and play apk download not permitted to run the app or any other of google inc una total decepci n el equipo viene solo en chino e ingles no en espa ol como describe lo peor es que no tiene android ya que no tiene instalado google play y al bajarlo como apk no permite ejecutar la app ni ninguna otra de google inc,0
found features worked properly without glitch mine came google play included worked fine operating system proper english found calendar application chinese characters use application disabled it as usual android phones came many applications cannot uninstalled disabled use disappear icon all screen big nice still fits shirt pocket even case also bought amazon used sim miami another costa rica travel frequently worked fine first time the came without setup manual newbies may download internet,1
everything works described satisfied product so far surprisely problems all would recommend anyone,1
product represents everything brand suggests quality product well packaged accessories parts overall condition new mind appears image company grateful recommend product,1
good performance touchscreen display okgoogle play store apps working without problem but make sure operator supports g,1
is smartphone prize cpu really fast big screen let enjoy apps size,1
i ve tried several phones years including two nexus galaxy note none approach one very fluid easy use everything work described the screen seems large paper guarantee feel start using it i received time seller job playstore preinstalled taking much time come up downloaded neflix internet directly install playstore started work even without playstore preinstalled still install apps playstore webpage restriction,1
excellent price quality ratio although operating system modified version lenovo hope soon available versions cosinadas versatility,1
customer service replied quickly emails able get christmas eve researched thru basic phones minimum requirements gb ram ghz large screen thought screen would la bit large line galaxy note standard items dual simm dual camera jelly bean pros large screen price cons camera quality less average mps issue microsoft exchange app installed option create outlook account using limited web version now need engage customer service assistance,0
first android i ve iphones till s starting show age instead spending well iphone c decided try android nexus it this lenovo a specs looking feedback convinced try especially since cost little amazon including shipping yeah wait delivered china take long caveats gb memory storage microsd card swapping gb card flashing cleaner version lenovo s iteration android i m really enjoying power responsiveness mediatek processor gb ram seems ample general use i ve watched videos decent gameing handled well also battery life stop buying extra battery battery charger since swap batteries making never really needing sit charge unless want to bottom line know way around android even novice me gonna really phone just keep expectations equal price paying,1
ordered friday lightinthebox home store delivered dhl next tuesday impressive a mobile bright display single cons contained china english softwear version needed upgraded even chose english version sometimes see chinese letters the softwear changing process took approximately minutes mobile price less,1
thank gifts sent package screen protectorgood performance touchscreen display okgoogle play store apps working without problem perfect usable smartphone tablet combination device,1
good performance touchscreen display ok it quite big seniorsgoogle play store apps working without problem only thing worry chinese language boot menu chinese messages menu entry show seldom deeper settings i using germany local language settings that gui works fine declared root pseudo but seriously rootable son got minutes web search perfect usable smartphone tablet combination device i bought lightonlines,1
lenovo a chinese android operating system chinese cant install google play to get around root install custom rom english hence bought rooted google play all that case all programed chinese everything written chinese characters google play function standard operating system seller used false advertising product description bad man makes cry phone does not have google play pre installed you will have to flash and root the phone to install it,0
got light in box seller loaded google play came chinese mobile browsers apps took time figure download chrome how still wonder definitely loaded google play even logged google play phone s chrome browser tried download app google play apps kept getting you devices indicator checked google play s list compatible devices lenovo a supported devices so really know can t google play phone the device however came amazon app due limited understanding chinese language apps find difficult get device prospective buyer google play chrome must you suggest verify seller buying,0
smart first device fast no lagging the software nice battery life accepted daily use feels hand but camera really expected for cost deal quad core gb ram big screen not bad camera nice finishing style,1
thank gifts sent package screen protector case nice thank again,1
very nice product price,1
happy fulfilled expectations love price recommend,1
excelent,1
very phone excellent hardware performance high compatibility international operators venezuela,1
bought brother loved it screen size resolution,1
alternative iphone samcung galaxy series,0
since received turn all work bad,0
fantastic better thought bad thing chinese venezuela change language spanish,1
nice cell need quality control recognize sim card ports think last time buy amazon cell fork success,0
excelente,1
excelent,1
